country,year,sex,name,count
GB,1996,F,Alisia,8
GB,1996,F,Alison,181
GB,1996,F,Alissa,18
GB,1996,F,Alissia,4
GB,1996,F,Alivia,5
GB,1996,F,Alix,106
GB,1996,F,Alixandra,7
GB,1996,F,Aliya,56
GB,1996,F,Aliyah,61
GB,1996,F,Aliysha,4
GB,1996,F,Aliyyah,4
GB,1996,F,Aliza,3
GB,1996,F,Alka,3
GB,1996,F,Allana,11
GB,1996,F,Allanah,17
GB,1996,F,Allannah,3
GB,1996,F,Allegra,9
GB,1996,F,Allex,4
GB,1996,F,Alleyah,4
GB,1996,F,Allie,6
GB,1996,F,Allison,6
GB,1996,F,Alliyah,4
GB,1996,F,Allysha,15
GB,1996,F,Allyson,6
GB,1996,F,Alma,7
GB,1996,F,Almas,8
GB,1996,F,Althea,4
GB,1996,F,Alya,4
GB,1996,F,Alyce,22
GB,1996,F,Alycia,16
GB,1996,F,Alys,49
GB,1996,F,Alysha,74
GB,1996,F,Alyshia,10
GB,1996,F,Alysia,14
GB,1996,F,Alyson,9
GB,1996,F,Alyssa,29
GB,1996,F,Alyssia,12
GB,1996,F,Alyx,19
GB,1996,F,Alyxandra,3
GB,1996,F,Amaani,3
GB,1996,F,Amaara,4
GB,1996,F,Amaarah,4
GB,1996,F,Amabel,3
GB,1996,F,Amal,23
GB,1996,F,Amalia,10
GB,1996,F,Amalie,7
GB,1996,F,Aman,3
GB,1996,F,Amana,7
GB,1996,F,Amanda,264
GB,1996,F,Amandeep,42
GB,1996,F,Amani,25
GB,1996,F,Amanpreet,16
GB,1996,F,Amara,36
GB,1996,F,Amarachi,3
GB,1996,F,Amarah,11
GB,1996,F,Amardeep,5
GB,1996,F,Amarpreet,6
GB,1996,F,Amba,6
GB,1996,F,Ambar,8
GB,1996,F,Amber,1422
GB,1996,F,Amber-Jade,3
GB,1996,F,Amber-Jane,4
GB,1996,F,Amber-Jayne,3
GB,1996,F,Amber-Leigh,9
GB,1996,F,Amber-Louise,12
GB,1996,F,Amber-Rose,10
GB,1996,F,Amberleigh,6
GB,1996,F,Amberley,14
GB,1996,F,Ambika,4
GB,1996,F,Ambreen,13
GB,1996,F,Amee,13
GB,1996,F,Ameena,18
GB,1996,F,Ameenah,7
GB,1996,F,Ameera,15
GB,1996,F,Ameerah,4
GB,1996,F,Amel,4
GB,1996,F,Amelia,929
GB,1996,F,Amelia-Jane,3
GB,1996,F,Amelia-Rose,5
GB,1996,F,Amelie,7
GB,1996,F,Amena,14
GB,1996,F,Amenah,3
GB,1996,F,Amera,3
GB,1996,F,Amethyst,4
GB,1996,F,Amey,8
GB,1996,F,Ami,68
GB,1996,F,Ami-Louise,4
GB,1996,F,Amie,297
GB,1996,F,Amie-Louise,4
GB,1996,F,Amiee,30
GB,1996,F,Amii,5
GB,1996,F,Amilia,3
GB,1996,F,Amima,3
GB,1996,F,Amina,151
GB,1996,F,Aminah,32
GB,1996,F,Aminat,9
GB,1996,F,Aminata,8
GB,1996,F,Amira,33
GB,1996,F,Amirah,21
GB,1996,F,Amisha,6
GB,1996,F,Ammaarah,26
GB,1996,F,Amman,3
GB,1996,F,Ammara,13
GB,1996,F,Ammarah,16
GB,1996,F,Ammie,6
GB,1996,F,Amna,27
GB,1996,F,Amnah,7
GB,1996,F,Amran,3
GB,1996,F,Amreen,14
GB,1996,F,Amreena,3
GB,1996,F,Amrin,4
GB,1996,F,Amrit,31
GB,1996,F,Amrita,32
GB,1996,F,Amun,3
GB,1996,F,Amy,5206
GB,1996,F,Amy-Jade,3
GB,1996,F,Amy-Jane,8
GB,1996,F,Amy-Jayne,5
GB,1996,F,Amy-Jo,9
GB,1996,F,Amy-Lea,3
GB,1996,F,Amy-Lee,5
GB,1996,F,Amy-Leigh,20
GB,1996,F,Amy-Louise,20
GB,1996,F,Amy-Rose,5
GB,1996,F,Amyleigh,5
GB,1996,F,Amylouise,3
GB,1996,F,Ana,36
GB,1996,F,Anabel,7
GB,1996,F,Anabelle,4
GB,1996,F,Anah,4
GB,1996,F,Anais,15
GB,1996,F,Analise,3
GB,1996,F,Anam,25
GB,1996,F,Anamika,5
GB,1996,F,Anastasia,113
GB,1996,F,Anaya,4
GB,1996,F,Anbar,3
GB,1996,F,Andi,8
GB,1996,F,Andie,11
GB,1996,F,Andrea,74
GB,1996,F,Andreia,3
GB,1996,F,Andriana,4
GB,1996,F,Andrianna,3
GB,1996,F,Aneeka,16
GB,1996,F,Aneela,14
GB,1996,F,Aneeqa,13
GB,1996,F,Aneeqah,3
GB,1996,F,Aneesa,82
GB,1996,F,Aneesah,30
GB,1996,F,Aneesha,8
GB,1996,F,Aneka,4
GB,1996,F,Anesa,3
GB,1996,F,Angel,99
GB,1996,F,Angela,87
GB,1996,F,Angelena,3
GB,1996,F,Angelica,35
GB,1996,F,Angelika,3
GB,1996,F,Angelina,32
GB,1996,F,Angeline,5
GB,1996,F,Angelique,4
GB,1996,F,Angharad,141
GB,1996,F,Angie,5
GB,1996,F,Ania,5
GB,1996,F,Anika,52
GB,1996,F,Anila,6
GB,1996,F,Aniqa,29
GB,1996,F,Aniqah,9
GB,1996,F,Anisa,125
GB,1996,F,Anisah,59
GB,1996,F,Anisha,111
GB,1996,F,Anissa,5
GB,1996,F,Anita,71
GB,1996,F,Anja,12
GB,1996,F,Anjali,27
GB,1996,F,Anjana,5
GB,1996,F,Anjelica,4
GB,1996,F,Anjlee,3
GB,1996,F,Anjli,4
GB,1996,F,Anjuli,3
GB,1996,F,Anjum,6
GB,1996,F,Anjuma,4
GB,1996,F,Anjuman,3
GB,1996,F,Ankita,6
GB,1996,F,Anmol,16
GB,1996,F,Ann,46
GB,1996,F,Ann-Marie,28
GB,1996,F,Anna,1274
GB,1996,F,Anna-Lee,4
GB,1996,F,Anna-Leigh,4
GB,1996,F,Anna-Louise,17
GB,1996,F,Anna-Maria,6
GB,1996,F,Anna-Marie,27
GB,1996,F,Anna-May,3
GB,1996,F,Anna-Rose,5
GB,1996,F,Annabel,380
GB,1996,F,Annabell,6
GB,1996,F,Annabella,25
GB,1996,F,Annabelle,225
GB,1996,F,Annalee,8
GB,1996,F,Annaleigh,3
GB,1996,F,Annaliese,8
GB,1996,F,Annalisa,7
GB,1996,F,Annalise,53
GB,1996,F,Annam,7
GB,1996,F,Annamarie,3
GB,1996,F,Annastasia,4
GB,1996,F,Anne,72
GB,1996,F,Anne-Marie,35
GB,1996,F,Anneka,15
GB,1996,F,Annelies,3
GB,1996,F,Anneliese,7
GB,1996,F,Annemarie,7
GB,1996,F,Annette,22
GB,1996,F,Annice,6
GB,1996,F,Annie,389
GB,1996,F,Annie-Mae,4
GB,1996,F,Annie-May,6
GB,1996,F,Annie-Rose,8
GB,1996,F,Annika,14
GB,1996,F,Annisa,7
GB,1996,F,Annissa,3
GB,1996,F,Annmarie,12
GB,1996,F,Anoushka,17
GB,1996,F,Anouska,13
GB,1996,F,Ansa,9
GB,1996,F,Anthea,16
GB,1996,F,Anthonia,6
GB,1996,F,Antoinette,29
GB,1996,F,Antonella,7
GB,1996,F,Antonette,3
GB,1996,F,Antonia,234
GB,1996,F,Anu,3
GB,1996,F,Anum,22
GB,1996,F,Anusha,9
GB,1996,F,Anushka,4
GB,1996,F,Anwar,3
GB,1996,F,Anwen,11
GB,1996,F,Anya,117
GB,1996,F,Anyah,3
GB,1996,F,Aoife,71
GB,1996,F,Aoiffe,3
GB,1996,F,Aphra,8
GB,1996,F,April,300
GB,1996,F,April-Rose,3
GB,1996,F,Apryl,4
GB,1996,F,Aqsa,32
GB,1996,F,Aqsah,3
GB,1996,F,Arabella,49
GB,1996,F,Araminta,5
GB,1996,F,Areeba,6
GB,1996,F,Areej,4
GB,1996,F,Arfa,3
GB,1996,F,Aria,5
GB,1996,F,Arian,3
GB,1996,F,Ariana,20
GB,1996,F,Ariane,19
GB,1996,F,Arianna,17
GB,1996,F,Arianne,15
GB,1996,F,Arianwen,3
GB,1996,F,Ariba,4
GB,1996,F,Ariella,5
GB,1996,F,Arielle,7
GB,1996,F,Arifa,12
GB,1996,F,Armani,12
GB,1996,F,Arooj,15
GB,1996,F,Aroosa,17
GB,1996,F,Arrianne,4
GB,1996,F,Artemis,4
GB,1996,F,Arti,3
GB,1996,F,Arub,3
GB,1996,F,Aruba,3
GB,1996,F,Arusa,5
GB,1996,F,Arwa,3
GB,1996,F,Arzoo,4
GB,1996,F,Asha,63
GB,1996,F,Ashante,3
GB,1996,F,Ashanti,7
GB,1996,F,Ashdon,4
GB,1996,F,Asher,7
GB,1996,F,Ashia,6
GB,1996,F,Ashika,4
GB,1996,F,Ashlea,52
GB,1996,F,Ashlee,34
GB,1996,F,Ashleen,4
GB,1996,F,Ashleigh,1081
GB,1996,F,Ashleigh-Jade,3
GB,1996,F,Ashleigh-Louise,4
GB,1996,F,Ashleigh-Marie,3
